SMILES
CC(C)(C)n1ncc2c(=O)n(CC(=O)NCc3ccccc3)cnc21
CC1=C(C(=O)Nc2ccccc2)C(c2cccnc2)n2ncnc2N1
COc1ccc(S(=O)(=O)CCC(=O)NCCc2ccc(C)cc2)cc1
OCC1(CCc2ccccc2)CC[NH+](Cc2ccc3nsnc3c2)CC1
CCc1ccc(Oc2nnnn2-c2ccc(C(N)=O)cc2)cc1
COc1ccc(CNC(=O)CSc2ccsc2[N+](=O)[O-])cc1
CCc1nc(N[C@H](C(=O)[O-])C(C)C)c2oc3ccccc3c2n1
CCOc1ccc(S(=O)(=O)Nc2ccccc2C(=O)N2CCCC2)cc1
Cc1ccc(SCC(=O)NC(=O)Nc2ccc3c(c2)OCCO3)cc1C
COc1cccc(C(C2=C([O-])CC(C)(C)CC2=O)[C-]2C(=O)CC(C)(C)CC2=O)c1
COc1ccc(CC[NH+](C)CCc2ccc(OC)c(OC)c2)cc1OC
CCC(=O)Nc1ccc(Cl)c(NC(=O)c2ccc([N+](=O)[O-])cc2)c1
CCCN1C(=O)C(O)(CC(=O)c2ccc3c(c2)OCCO3)c2ccccc21
CCOc1ccc(N2C(=O)CC(N(Cc3ccco3)C(C)=O)C2=O)cc1
COc1ccc2c(c1)CCC(C)N2S(=O)(=O)c1ccc(C2CNC(=O)C2)cc1
Cc1ccc(CNC(=O)COC(=O)CCC(=O)c2cccs2)cc1
COc1cccc(N2CCN(c3ccc(S(=O)(=O)N4CCCC4)cc3)CC2)c1
CC(=O)c1cccc(N(CC(=O)Nc2cc(C)cc(C)c2)S(C)(=O)=O)c1
CCOc1ccc(N2C(=O)C(Cl)=C(Nc3ccccc3O)C2=O)cc1
Cc1cc([N+](=O)[O-])nn1CC(=O)Nc1nc2ccccc2s1
O=C(CC1CCCCC1)Nc1c2c(nn1-c1ccc(F)cc1)CS(=O)(=O)C2
Cc1ccc(S(=O)(=O)NNC(=O)c2sccc2-n2cccc2)cc1
O=C([O-])CSc1nnc(-c2ccncc2)n1Cc1ccccc1
COc1ccc(CC(=O)Nc2ccc(C(=O)NC(C)(C)C)cc2)cc1OC
O=[N+]([O-])c1cccc(/C=N\Nc2ccc3ccccc3n2)c1[O-]
Cc1ccc(Cn2c(N3CCCCCC3)nc3c2c(=O)[nH]c(=O)n3C)cc1
CCOC(=O)c1c(C)[nH]c(C(=O)CSc2nc(C)cc(C)n2)c1C
Cc1csc(NC(=O)CSc2nc(O)c3ccccc3n2)n1
CC1CCCCN1C(=S)SC/C(O)=C(\C#N)c1nc2ccccc2[nH]1
COc1ccc(CC2(CO)CCN(S(=O)(=O)c3sccc3C)CC2)cc1
CC(C)(C)c1ccc(OCC(=O)OCCNC(=O)c2cccnc2)cc1
CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc4c(c3)OCCO4)cc2)CC1
COc1cccc(NC(=S)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c1
Cc1ccc(S(=O)(=O)N2CCCC2C(=O)Nc2nc3c(s2)CCCC3)cc1
Cc1onc(-c2ccccc2)c1C(=O)[NH+]=C(N)c1ccc(C(F)(F)F)cc1
CC(=O)c1cccc(NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)c1
CCOc1ccccc1NC(=O)C1CCCN(C(=O)Nc2ccccc2)C1
Cc1cc(C(=O)CSc2n[nH]c(N)n2)c(C)n1-c1ccccc1
CC1CCC2C(=O)N(c3cccc(OS(=O)(=O)c4ccccc4)c3)C(=O)C2C1
CC(=O)NCCNc1nc(-c2cccc(C#N)c2)nc2ccccc12
COc1cc(NC(=O)CSc2nc(C)c(C)c(C)n2)cc(OC)c1
CCN(CC(=O)Nc1ccc(NC(C)=O)cc1)c1ccc(C(F)(F)F)cn1
CCOC(=O)c1c(NC(=O)c2ccoc2C)sc(C(=O)N(C)C)c1C
Cc1ccc2c(c1)N(CCC(=O)NCC1COc3ccccc3O1)C(=O)CO2
O=C(COS(=O)c1ccccc1)Nc1cc(Cl)ccc1N1CCOCC1
CCOc1ccc(S(=O)(=O)Nc2cc(OC)ccc2OC)cc1
CCOC(=O)C1CCN(C(=O)Cn2cc(C(=O)C3CC3)c3ccccc32)CC1
COc1ccc(NC(=O)C2CCN(C(=O)c3ccccc3)CC2)c(OC)c1
O=C(Nc1ccccc1C(=O)NCC1CCCO1)c1ccc(Cl)cc1Cl
CCOC(=O)CN(C)C(=O)CCc1nnc(-c2ccsc2)o1
O=[N+]([O-])c1ccccc1/C=N/n1c([S-])nnc1C1CCCCC1
CNC(=O)[C@H](C)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1
Cc1cc(C)n(-c2nnc(N3CCN(c4ccc(F)cc4)CC3)nn2)n1
CC(=O)N(OCc1ccccc1)[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
O=C(NCc1cccnc1)c1cccc(NC(=O)c2ccco2)c1
CCOc1ccc(NC(=O)CC2SC(=O)N(c3ccccc3)C2=O)cc1
Cc1cc(C)n2nc(S(=O)(=O)N(CC(C)C)CC(C)C)nc2n1
Cn1ncc(N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)c(Cl)c1=O
C=CCN(c1ccc(C(=O)Nc2ccc3c(c2)OCO3)cc1)S(C)(=O)=O
CC(C)N1C(=O)/C(=C/Nc2ccc(F)cc2)C(=O)N(Cc2ccco2)C1=O
CCCC(=O)C1=C(Nc2ccc(C)cc2)CC(C)(C)C(C(=O)OC)C1=O
COc1ccccc1N(CC(=O)Nc1c(C)cccc1C)S(C)(=O)=O
CCCCSc1nnc(-c2cc(Br)ccc2N)c(O)n1
CCCNc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1cccc(C)c1
O=C(Cc1ccccc1)Nc1nonc1NC(=O)c1ccccc1
COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
CCOc1cc(C2C3=C(O)CC(C)(C)CC3=Nc3[nH]nc(C)c32)ccc1O
O=C(NCCCN1CCCC1=O)c1ccc2c(c1)ncn2C1CCCCC1
Cc1c(Cl)c([N+](=O)[O-])nn1CCCC(=O)NC(C)c1ccccc1
COc1ccc(CCNC(=O)C2CCN(C(=O)c3cccs3)CC2)cc1
CCOC(=O)c1c(C)c(C(=O)NCc2ccc(OC)cc2)c(C)n1C
COc1cccc(NC(=O)N2CCC(C(=O)Nc3ccc(C)cc3C)CC2)c1
CCOC(=O)C1(CCCc2ccccc2)CCN(C(=O)CCOC)CC1
Cc1nc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)sc1C(=O)N(C)C
C[C@@H](C(=O)[O-])[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1
Cc1nc(NCC2CCCO2)c2nnn(Cc3ccccc3)c2n1
COc1ccc(/C=C2/C(=O)N(Cc3ccco3)C(=O)N(C(C)C)C2=O)cc1
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCCOc1ccc(F)cc1
CCOC(=O)C1(CCCc2ccccc2)CCN(C(=O)C2=C(C)OCCO2)CC1
COc1cc([N+](=O)[O-])ccc1NC(=O)CCCOc1ccccc1
Cc1[nH]c2ccccc2c1/C=N/NC(=O)CCC(=O)Nc1ccccc1
COc1cc(C(=O)N2CCN(c3ccccc3)CC2)c([N+](=O)[O-])cc1OC
O=C(NCc1ccncc1)C(=O)NCC(c1ccccc1)c1ccccc1
COc1cc(/C=C2\SC(=S)N(Nc3ccccc3)C2=O)ccc1O
CC(C)(C)C(=O)C(Oc1cccc2nonc12)n1cncn1
CCCn1c(=O)c(C(=O)Nc2cnccn2)c([O-])c2ccccc21
OC1CCCN(c2ncnc3c2nnn3Cc2c(F)cccc2Cl)C1
COc1cc(C(=O)N/N=C/c2sccc2C)cc(OC)c1OC
O=C([O-])c1ccccc1C1=Nc2ccc(O)cc2Oc2cc(O)ccc21
O=C1S/C(=C/c2ccc(N3CCOCC3)o2)C(=O)N1Cc1ccc(F)cc1
O=C1NC(=O)N(Cc2ccc(F)cc2)C(=O)/C1=C\c1ccc(N2CCCC2)cc1
CCC(CC)C(=O)Nc1cccc(C(=O)Nc2ccc3c(c2)OCO3)c1
Cc1ccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C([NH3+])O3)cc1C
O=[N+]([O-])c1ccccc1NCCNc1ncc(C(F)(F)F)cc1Cl
COc1cc(C[NH2+]CCN2CCOCC2)ccc1OCc1ccc(Cl)cc1
O=C(Nc1ccc(Cl)cn1)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl
C=C(C)CSc1nnc([C@@H]([NH3+])Cc2c[nH]c3ccccc23)o1
CCC(=O)N1N=C(c2cccc(NS(C)(=O)=O)c2)CC1c1cccs1
CCN(CC)S(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccncc2)c1
CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2cccnc2)ccc1Cl
